 Two-body FMO properties.
 ========================

 DL: D=C dynamically correlated (MP2,CI), D=N not dynamically correlated
 (RHF,DFT). D=S separated dimer: semiclassical interaction (ES), D=M MCSCF.
 L stands for layer, Z is the monomer charge product, R is the interfragment
  135   67 S1  0  10.01  0.0000     0.005    0.000     0.010     0.005    0.000    0.000    0.000    0.004
  135   68 S1  0  11.08  0.0000     0.006    0.000    -0.008     0.006    0.000    0.000    0.000   -0.014
  135   69 S1  0  11.30  0.0000    -0.007    0.000    -0.011    -0.007    0.000    0.000    0.000   -0.004
  135   70 S1  0  11.69  0.0000    -0.146    0.000     0.345    -0.146    0.000    0.000    0.000    0.491
  135   71 S1  0  11.03  0.0000    -0.014    0.000    -0.014    -0.014    0.000    0.000    0.000   -0.000
  135   72 S1  0  11.48  0.0000    -0.004    0.000    -0.002    -0.004    0.000    0.000    0.000    0.001
  135   73 S1  0  11.18  0.0000    -0.012    0.000    -0.005    -0.012    0.000    0.000    0.000    0.007
  135   74 S1  0  10.32  0.0000    -0.026    0.000    -0.004    -0.026    0.000    0.000    0.000    0.022
  135   75 S1  0  10.35  0.0000     0.007    0.000    -0.005     0.007    0.000    0.000    0.000   -0.012
  135   76 S1  0   8.88  0.0000    -0.036    0.000    -0.001    -0.036    0.000    0.000    0.000    0.035
  135   77 S1  0   9.85  0.0000     0.019    0.000    -0.000     0.019    0.000    0.000    0.000   -0.019
  135   78 S1  0   9.51  0.0000    -0.009    0.000     0.000    -0.009    0.000    0.000    0.000    0.010
  135   79 S1  0   8.69  0.0000    -0.017    0.000     0.024    -0.017    0.000    0.000    0.000    0.041
  135   80 S1  0   8.07  0.0000     0.011    0.000    -0.035     0.011    0.000    0.000    0.000   -0.046
  135   81 S1  0   7.09  0.0000    -0.032    0.000     0.011    -0.032    0.000    0.000    0.000    0.043
  135   82 S1  0   7.68  0.0000     0.004    0.000    -0.025     0.004    0.000    0.000    0.000   -0.028
  135   83 S1  0   8.35  0.0000     0.053    0.000     0.022     0.053    0.000    0.000    0.000   -0.031
  135   84 S1  0   7.43  0.0000    -0.040    0.000    -0.026    -0.040    0.000    0.000    0.000    0.014
  135   85 S1  0   8.24  0.0000     0.024    0.000     0.012     0.024    0.000    0.000    0.000   -0.012
  135   86 S1  0   7.99  0.0000    -0.032    0.000    -0.019    -0.032    0.000    0.000    0.000    0.013
  135   87 S1  0   7.00  0.0000    -0.581    0.000     0.394    -0.581    0.000    0.000    0.000    0.975
  135   88 S1  0   8.04  0.0000     0.004    0.000     0.021     0.004    0.000    0.000    0.000    0.018
  135   89 S1  0   9.04  0.0000     0.011    0.000    -0.008     0.011    0.000    0.000    0.000   -0.018
  135   90 S1  0   7.88  0.0000    -0.022    0.000     0.010    -0.022    0.000    0.000    0.000    0.032
  135   91 S1  0   8.84  0.0000    -0.020    0.000    -0.006    -0.020    0.000    0.000    0.000    0.014
  135   92 S1  0   9.35  0.0000    -0.011    0.000    -0.014    -0.011    0.000    0.000    0.000   -0.003
  135   93 S1  0   9.83  0.0000    -0.001    0.000    -0.016    -0.001    0.000    0.000    0.000   -0.015
  135   94 S1  0  10.10  0.0000    -0.004    0.000    -0.001    -0.004    0.000    0.000    0.000    0.004
  135   95 S1  0   7.95  0.0000    -0.020    0.000    -0.011    -0.020    0.000    0.000    0.000    0.009
  135   96 S1  0   8.33  0.0000     0.008    0.000     0.002     0.008    0.000    0.000    0.000   -0.006
  135   97 S1  0   6.43  0.0000    -0.020    0.000     0.018    -0.020    0.000    0.000    0.000    0.038
  135   98 S1  0   7.40  0.0000     0.021    0.000     0.009     0.021    0.000    0.000    0.000   -0.012
  135   99 S1  0   6.04  0.0000     0.091    0.000    -0.568     0.091    0.000    0.000    0.000   -0.659
  135  100 S1  0   7.05  0.0000    -0.095    0.000     0.575    -0.095    0.000    0.000    0.000    0.670
  135  101 S1  0   7.75  0.0000    -0.009    0.000    -0.019    -0.009    0.000    0.000    0.000   -0.009
  135  102 S1  0   6.39  0.0000    -0.031    0.000    -0.008    -0.031    0.000    0.000    0.000    0.023
  135  103 S1  0   7.44  0.0000     0.009    0.000     0.003     0.009    0.000    0.000    0.000   -0.006
  135  104 S1  0   7.16  0.0000    -0.014    0.000    -0.017    -0.014    0.000    0.000    0.000   -0.003
  135  105 S1  0   7.78  0.0000     0.036    0.000     0.025     0.036    0.000    0.000    0.000   -0.011
  135  106 S1  0   6.96  0.0000    -0.418    0.000     0.629    -0.418    0.000    0.000    0.000    1.047
  135  107 S1  0   5.94  0.0000    -0.999    0.000     0.471    -0.999    0.000    0.000    0.000    1.470
  135  108 S1  0   5.88  0.0000     0.035    0.000     0.004     0.035    0.000    0.000    0.000   -0.031
  135  109 S1  0   4.56  0.0000    -0.070    0.000     0.006    -0.070    0.000    0.000    0.000    0.076
  135  110 S1  0   4.45  0.0000     0.028    0.000     0.005     0.028    0.000    0.000    0.000   -0.024
  135  111 S1  0   3.98  0.0000     0.092    0.000     0.063     0.092    0.000    0.000    0.000   -0.030
  135  112 S1  0   2.17  0.0000    -0.044    0.000     0.069    -0.044    0.000    0.000    0.000    0.112
  135  113 S1  0   2.71  0.0000     0.936    0.000     1.476     0.936    0.000    0.000    0.000    0.539
  135  114 N1  0   1.03  0.0000    -2.025   -0.003    -1.956     0.049   -0.239    0.000   -1.838    0.072
  135  115 N1  0   1.45  0.0000    -0.472    0.000    -0.573    -0.260   -0.000   -0.000   -0.212   -0.101
  135  116 S1  0   2.33  0.0000    -0.456    0.000    -0.229    -0.456    0.000    0.000    0.000    0.227
  135  117 N1  0   1.16  0.0000    -0.510    0.001    -0.948     0.700   -0.038   -0.001   -1.170   -0.439
  135  118 N1  0   1.84  0.0000    -0.741    0.000    -0.714    -0.655   -0.000    0.000   -0.086    0.027
  135  119 N1  0   1.09  0.0000    -2.941    0.004     1.279    -1.443   -0.017   -0.002   -1.475    4.216
  135  120 S1  0   2.65  0.0000     0.283    0.000    -1.032     0.283    0.000    0.000    0.000   -1.315
  135  121 S1  0   3.15  0.0000     0.145    0.000    -0.016     0.145    0.000    0.000    0.000   -0.161
  135  122 S1  0   3.45  0.0000    -0.075    0.000    -0.107    -0.075    0.000    0.000    0.000   -0.032
  135  123 S1  0   4.33  0.0000     0.170    0.000     0.050     0.170    0.000    0.000    0.000   -0.120
  135  124 S1  0   4.91  0.0000     0.626    0.000    -0.414     0.626    0.000    0.000    0.000   -1.040
  135  125 S1  0   5.24  0.0000     0.077    0.000    -0.003     0.077    0.000    0.000    0.000   -0.080
  135  126 S1  0   6.15  0.0000    -0.064    0.000    -0.053    -0.064    0.000    0.000    0.000    0.010
  135  127 S1  0   4.82  0.0000    -0.063    0.000    -0.025    -0.063    0.000    0.000    0.000    0.037
  135  128 S1  0   5.25  0.0000     0.293    0.000    -0.588     0.293    0.000    0.000    0.000   -0.881
  135  129 S1  0   4.34  0.0000     0.053    0.000    -0.889     0.053    0.000    0.000    0.000   -0.942
  135  130 S1  0   2.77  0.0000     0.082    0.000     0.127     0.082    0.000    0.000    0.000    0.046
  135  131 S1  0   2.78  0.0000    -0.301    0.000    -0.194    -0.301    0.000    0.000    0.000    0.107
  135  132 N1  0   1.17  0.0000    -1.180   -0.003    -0.873     0.110   -0.099   -0.002   -1.192    0.310
  135  133 N1  0   1.10  0.0000     2.419   -0.005    -3.822     3.918   -0.011    0.002   -1.495   -6.236
  135  134 N1  0   0.00  0.0000  -402.527    5.292  -398.411   -23.219 -360.573   -8.406   -5.037   -1.176
  136    1 S1  0  12.36  0.0000    -0.152    0.000    -0.510    -0.152    0.000    0.000    0.000   -0.358
  136    2 S1  0  11.25  0.0000     0.004    0.000     0.022     0.004    0.000    0.000    0.000    0.018
  136    3 S1  0  10.35  0.0000    -0.016    0.000    -0.047    -0.016    0.000    0.000    0.000   -0.031
  136    4 S1  0   9.92  0.0000     0.009    0.000     0.035     0.009    0.000    0.000    0.000    0.026
  136    5 S1  0   8.29  0.0000    -0.027    0.000    -0.051    -0.027    0.000    0.000    0.000   -0.024
  136    6 S1  0   8.65  0.0000     0.037    0.000     0.088     0.037    0.000    0.000    0.000    0.051
  136    7 S1  0   9.02  0.0000    -0.171    0.000    -0.539    -0.171    0.000    0.000    0.000   -0.368
  136    8 S1  0   8.15  0.0000    -0.340    0.000    -0.878    -0.340    0.000    0.000    0.000   -0.538
  136    9 S1  0   8.91  0.0000    -0.015    0.000    -0.022    -0.015    0.000    0.000    0.000   -0.007
  136   10 S1  0   9.71  0.0000     0.015    0.000     0.032     0.015    0.000    0.000    0.000    0.017
  136   11 S1  0  10.49  0.0000     0.006    0.000    -0.002     0.006    0.000    0.000    0.000   -0.008
  136   12 S1  0  11.58  0.0000     0.015    0.000     0.023     0.015    0.000    0.000    0.000    0.008
  136   13 S1  0  12.00  0.0000    -0.002    0.000    -0.008    -0.002    0.000    0.000    0.000   -0.006
  136   14 S1  0  12.81  0.0000    -0.093    0.000    -0.366    -0.093    0.000    0.000    0.000   -0.272
  136   15 S1  0  13.05  0.0000     0.000    0.000    -0.000     0.000    0.000    0.000    0.000   -0.000
  136   16 S1  0  13.92  0.0000     0.006    0.000     0.022     0.006    0.000    0.000    0.000    0.016
  136   17 S1  0  14.99  0.0000     0.001    0.000     0.004     0.001    0.000    0.000    0.000    0.003
  136   18 S1  0  14.43  0.0000    -0.008    0.000    -0.029    -0.008    0.000    0.000    0.000   -0.021
  136   19 S1  0  13.93  0.0000    -0.000    0.000     0.007    -0.000    0.000    0.000    0.000    0.007
  136   20 S1  0  12.51  0.0000    -0.143    0.000    -0.513    -0.143    0.000    0.000    0.000   -0.370
  136   21 S1  0  11.63  0.0000     0.145    0.000     0.507     0.145    0.000    0.000    0.000    0.362
  136   22 S1  0  10.73  0.0000    -0.011    0.000    -0.021    -0.011    0.000    0.000    0.000   -0.010
  136   23 S1  0   8.45  0.0000    -0.028    0.000    -0.060    -0.028    0.000    0.000    0.000   -0.032
  136   24 S1  0   9.54  0.0000     0.007    0.000     0.019     0.007    0.000    0.000    0.000    0.012
  136   25 S1  0   7.92  0.0000     0.436    0.000     1.082     0.436    0.000    0.000    0.000    0.646
  136   26 S1  0   7.95  0.0000    -0.012    0.000    -0.022    -0.012    0.000    0.000    0.000   -0.011
  136   27 S1  0   6.99  0.0000    -0.068    0.000    -0.131    -0.068    0.000    0.000    0.000   -0.063
  136   28 S1  0   6.99  0.0000     0.050    0.000     0.042     0.050    0.000    0.000    0.000   -0.008
  136   29 S1  0   7.76  0.0000     0.403    0.000     1.000     0.403    0.000    0.000    0.000    0.597
  136   30 S1  0   8.47  0.0000     0.279    0.000     0.733     0.279    0.000    0.000    0.000    0.454
  136   31 S1  0   9.35  0.0000     0.026    0.000     0.047     0.026    0.000    0.000    0.000    0.021
  136   32 S1  0   9.33  0.0000    -0.009    0.000    -0.026    -0.009    0.000    0.000    0.000   -0.017
  136   33 S1  0  10.02  0.0000     0.024    0.000     0.048     0.024    0.000    0.000    0.000    0.024
  136   34 S1  0  10.68  0.0000     0.178    0.000     0.586     0.178    0.000    0.000    0.000    0.408
  136   35 S1  0  11.05  0.0000     0.127    0.000     0.511     0.127    0.000    0.000    0.000    0.384
  136   36 S1  0  11.83  0.0000     0.007    0.000     0.015     0.007    0.000    0.000    0.000    0.008
  136   37 S1  0  13.07  0.0000     0.010    0.000     0.035     0.010    0.000    0.000    0.000    0.025
  136   38 S1  0  13.14  0.0000    -0.003    0.000    -0.007    -0.003    0.000    0.000    0.000   -0.005
  136   39 S1  0  14.23  0.0000     0.005    0.000     0.022     0.005    0.000    0.000    0.000    0.017
  136   40 S1  0  15.09  0.0000     0.005    0.000     0.014     0.005    0.000    0.000    0.000    0.009
  136   41 S1  0  14.71  0.0000    -0.082    0.000    -0.375    -0.082    0.000    0.000    0.000   -0.293
  136   42 S1  0  12.94  0.0000    -0.001    0.000    -0.004    -0.001    0.000    0.000    0.000   -0.004
  136   43 S1  0  12.35  0.0000    -0.124    0.000    -0.496    -0.124    0.000    0.000    0.000   -0.372
  136   44 S1  0  12.01  0.0000     0.007    0.000     0.016     0.007    0.000    0.000    0.000    0.009
  136   45 S1  0  10.20  0.0000    -0.202    0.000    -0.644    -0.202    0.000    0.000    0.000   -0.442
  136   46 S1  0   9.07  0.0000    -0.013    0.000    -0.029    -0.013    0.000    0.000    0.000   -0.016
  136   47 S1  0   8.65  0.0000    -0.021    0.000    -0.048    -0.021    0.000    0.000    0.000   -0.027
  136   48 S1  0   7.39  0.0000    -0.035    0.000    -0.066    -0.035    0.000    0.000    0.000   -0.030
  136   49 S1  0   6.63  0.0000    -0.046    0.000    -0.075    -0.046    0.000    0.000    0.000   -0.029
  136   50 S1  0   4.87  0.0000    -0.095    0.000    -0.181    -0.095    0.000    0.000    0.000   -0.085
  136   51 S1  0   5.52  0.0000     0.107    0.000     0.118     0.107    0.000    0.000    0.000    0.011
  136   52 S1  0   6.17  0.0000     0.007    0.000     0.006     0.007    0.000    0.000    0.000   -0.000
  136   53 S1  0   6.79  0.0000     0.050    0.000     0.115     0.050    0.000    0.000    0.000    0.065
  136   54 S1  0   7.86  0.0000     0.006    0.000     0.021     0.006    0.000    0.000    0.000    0.015
  136   55 S1  0   8.98  0.0000    -0.079    0.000    -0.435    -0.079    0.000    0.000    0.000   -0.356
  136   56 S1  0  10.01  0.0000    -0.003    0.000    -0.000    -0.003    0.000    0.000    0.000    0.003
  136   57 S1  0  10.72  0.0000    -0.108    0.000    -0.475    -0.108    0.000    0.000    0.000   -0.367
  136   58 S1  0  11.74  0.0000     0.004    0.000     0.005     0.004    0.000    0.000    0.000    0.001
  136   59 S1  0  11.94  0.0000     0.002    0.000     0.014     0.002    0.000    0.000    0.000    0.011
  136   60 S1  0  12.87  0.0000     0.140    0.000     0.524     0.140    0.000    0.000    0.000    0.384
  136   61 S1  0  13.21  0.0000    -0.002    0.000    -0.001    -0.002    0.000    0.000    0.000    0.000
  136   62 S1  0  13.39  0.0000    -0.006    0.000    -0.026    -0.006    0.000    0.000    0.000   -0.019
  136   63 S1  0  13.71  0.0000     0.009    0.000     0.029     0.009    0.000    0.000    0.000    0.019
  136   64 S1  0  12.30  0.0000    -0.007    0.000    -0.020    -0.007    0.000    0.000    0.000   -0.013
  136   65 S1  0  13.38  0.0000     0.114    0.000     0.416     0.114    0.000    0.000    0.000    0.301
  136   66 S1  0  11.80  0.0000    -0.011    0.000    -0.023    -0.011    0.000    0.000    0.000   -0.012
  136   67 S1  0  11.69  0.0000    -0.002    0.000    -0.004    -0.002    0.000    0.000    0.000   -0.002
  136   68 S1  0  12.93  0.0000     0.009    0.000     0.022     0.009    0.000    0.000    0.000    0.013
  136   69 S1  0  13.20  0.0000    -0.008    0.000    -0.034    -0.008    0.000    0.000    0.000   -0.026
  136   70 S1  0  13.58  0.0000    -0.093    0.000    -0.345    -0.093    0.000    0.000    0.000   -0.252
  136   71 S1  0  12.72  0.0000    -0.006    0.000    -0.027    -0.006    0.000    0.000    0.000   -0.020
  136   72 S1  0  13.21  0.0000     0.002    0.000     0.005     0.002    0.000    0.000    0.000    0.003
  136   73 S1  0  12.70  0.0000    -0.004    0.000    -0.014    -0.004    0.000    0.000    0.000   -0.010
  136   74 S1  0  11.58  0.0000    -0.008    0.000    -0.022    -0.008    0.000    0.000    0.000   -0.014
  136   75 S1  0  11.65  0.0000     0.005    0.000     0.006     0.005    0.000    0.000    0.000    0.002
  136   76 S1  0   9.99  0.0000    -0.016    0.000    -0.037    -0.016    0.000    0.000    0.000   -0.021
  136   77 S1  0  10.98  0.0000     0.014    0.000     0.027     0.014    0.000    0.000    0.000    0.013
  136   78 S1  0  10.68  0.0000    -0.005    0.000    -0.016    -0.005    0.000    0.000    0.000   -0.011
  136   79 S1  0   9.89  0.0000     0.003    0.000     0.001     0.003    0.000    0.000    0.000   -0.001
  136   80 S1  0   9.18  0.0000    -0.005    0.000    -0.013    -0.005    0.000    0.000    0.000   -0.008
  136   81 S1  0   8.14  0.0000    -0.029    0.000    -0.061    -0.029    0.000    0.000    0.000   -0.032
  136   82 S1  0   8.82  0.0000    -0.009    0.000    -0.023    -0.009    0.000    0.000    0.000   -0.014
  136   83 S1  0   9.47  0.0000     0.026    0.000     0.072     0.026    0.000    0.000    0.000    0.046
  136   84 S1  0   8.54  0.0000    -0.020    0.000    -0.048    -0.020    0.000    0.000    0.000   -0.028
  136   85 S1  0   9.52  0.0000     0.005    0.000     0.018     0.005    0.000    0.000    0.000    0.012
  136   86 S1  0   9.35  0.0000    -0.007    0.000    -0.019    -0.007    0.000    0.000    0.000   -0.011
  136   87 S1  0   8.33  0.0000    -0.364    0.000    -0.932    -0.364    0.000    0.000    0.000   -0.568
  136   88 S1  0   9.48  0.0000     0.024    0.000     0.066     0.024    0.000    0.000    0.000    0.042
  136   89 S1  0  10.47  0.0000     0.001    0.000    -0.003     0.001    0.000    0.000    0.000   -0.004
  136   90 S1  0   9.41  0.0000    -0.024    0.000    -0.049    -0.024    0.000    0.000    0.000   -0.025
  136   91 S1  0  10.44  0.0000    -0.008    0.000    -0.021    -0.008    0.000    0.000    0.000   -0.013
  136   92 S1  0  11.02  0.0000     0.004    0.000     0.001     0.004    0.000    0.000    0.000   -0.002
  136   93 S1  0  11.59  0.0000    -0.006    0.000    -0.028    -0.006    0.000    0.000    0.000   -0.022
